Disease_id,VN_name
30799,Ung thư đường mật ngoài gan
30801,Giảm nhu động đường tiêu hóa
30802,Bất thường ống kẽ thận
30804,Quá mức phân đoạn đốt gần của ngón tay thứ hai
30805,Viêm da cây thường xuân độc
30806,Rối loạn mất trí nhớ
30807,Phù não
30808,"Đau thắt ngực, không ổn định"
30809,Khiếm khuyết vận chuyển carnitine ở thận
30810,bệnh nấm da
30811,Viêm dạ dày ruột truyền nhiễm ở lợn
30812,"46,XY Đảo Ngược Tình Dục 3"
30813,Đau da
30814,"Nhiễm trùng, Arenavirus"
30815,"BIẾN CHỨNG VI MẠCH CỦA BỆNH TIỂU ĐƯỜNG, KHẢ NĂNG NHẠY CẢM, 4 (phát hiện)"
30817,Viêm mũi dị ứng theo mùa
30818,Thiếu enzyme peroxisomal nhị chức năng
30819,Giảm mức độ ACTH tuần hoàn
30820,Tăng huyết áp liên quan đến u tủy thượng thận
30821,u lympho ngoại bào
30822,trầm cảm tự tử
30823,Nhiễm khuẩn than trực khuẩn
30824,Chalasia của cơ vòng thực quản dưới
30825,Nhồi máu cơ tim cấp tính không có đoạn ST chênh lên (rối loạn)
30827,Saccharopin niệu
30828,U xơ thần kinh không điển hình
30829,Hẹp động mạch thận do xơ vữa động mạch
30830,Thiếu oxy độ cao
30831,Coproporphyria di truyền
30832,Hội chứng thận do dùng thuốc chống bài niệu không phù hợp
30833,Sarcoma mạc treo
30836,Rối loạn chiến đấu
30837,đa ngón xuyên tâm
30838,Sự bất thường của tế bào hồng cầu
30839,Áp xe vùng chóp cấp tính
30840,Ngộ độc photphat hữu cơ
30841,U mạch máu bẩm sinh tiến triển nhanh
30842,"U tuyến, vi nang"
30843,Vấn đề về thính giác
30844,Khối u tế bào đuôi gai plasmacytoid blastic
30845,"Bệnh tạo xương bất toàn, loại VIII"
30846,Chứng loạn sản tế bào plasma
30847,Viêm xương khớp mãn tính
30848,Rối loạn chu kỳ ngủ-thức
30849,Phối hợp vận động kém
30851,Giảm mức độ aldosterone tuần hoàn
30852,Viêm cơ tăng bạch cầu ái toan vô căn
30853,Thận suy giảm canxi
30854,"BỆNH CHARCOT-MARIE-RĂNG, CHỨC NĂNG TRUNG BÌNH B (rối loạn)"
30855,Ung thư tuyến tiền liệt
30857,"Tác dụng phụ, không được phân loại ở nơi khác"
30858,Run rẩy gia đình
30860,Ung thư biểu mô tiết niệu không thể cắt bỏ
30863,bệnh động kinh
30864,U nang mạch máu của xương
30865,Hội chứng ác tính thần kinh
30866,Đục thủy tinh thể vị thành niên
30867,Chậm kinh
30868,Lupus Vulgaris
30869,Nhồi máu cơ tim thành dưới
30870,"Ung thư biểu mô tuyến, huyết thanh"
30871,Khối u mô thần kinh
30872,Ung thư biểu mô không biệt hóa xoang mũi
30873,"Hội chứng Rett, Biến thể Zappella"
30874,Bệnh Mucopolysaccharidosis loại IIIA
30875,Nếp nhăn sâu ở lòng bàn chân
30876,Ung thư biểu mô tế bào vảy của môi
30877,Khiếm khuyết đường giữa của mũi
30878,Bệnh động kinh giật cơ có triệu chứng
30881,Giảm chảy nước mắt
30882,Đầu xương đùi nhỏ ở xa
30883,Ung thư xương ngoài xương
30884,Tan máu mãn tính
30885,Chứng tăng trương lực cơ tay cầm
30886,Vôi hóa đĩa đệm
30887,Bệnh thận ống kẽ thận di truyền gen trội nhiễm sắc thể thường
30888,thiểu sản xương bánh chè
30889,"Liệt nửa người, trẻ sơ sinh"
30890,U tủy thượng thận
30891,Rối loạn liên quan đến cocaine
30892,"Run rẩy, cơ bắp"
30894,Lòng trắc ẩn Mệt mỏi
30895,"Thiếu hụt 17,20-desmolase"
30896,Móng tay quá cong
30897,Ung thư tuyến mang tai
30898,bệnh hemosiderosis
30899,Bệnh bạch cầu lympho cấp tính tế bào T
30900,Polyp Peutz Jehgers
30901,Các ngón chân cách đều nhau
30903,Loét đại tràng
30904,Bệnh bạch cầu cấp tính kiểu hình hỗn hợp T/myeloid
30905,Bệnh Castleman cục bộ
30907,Khối u thần kinh nội tiết dạ dày-ruột tụy
30908,Tình trạng động kinh dai dẳng mới khởi phát
30909,Số lượng nephron giảm
30910,Huyết khối tờ rơi cận lâm sàng
30911,Bệnh mù đêm tiến triển
30912,Ung thư biểu mô tế bào vảy tái phát
30913,Talipes valgus
30914,Hội chứng cryptophthalmos
30916,Phù não do độ cao
30917,Bệnh bạch cầu Megakaryocytic cấp tính
30918,Hội chứng Pallister-Killian
30919,U mỡ tiêm bắp
30920,"Phá thai, ống dẫn trứng"
30921,amiđan vắng mặt
30922,"Bệnh xương khớp phì đại, nguyên phát, nhiễm sắc thể thường trội"
30923,Ung thư biểu mô
30924,hoang tưởng
30925,Đầu xương hình nón của các đốt giữa của bàn tay
30926,"Nevus, Keratinocytic, Nonidermolytic"
30927,Nấm móng
30928,Viêm tụy
30929,Bệnh mất trí nhớ hoang tưởng tuổi già
30930,"Bệnh Charcot-Marie-Tooth, liên kết với nhiễm sắc thể X, 1"
30931,Đĩa quang bất thường
30932,Triệu chứng hành vi
30933,Đái dầm
30934,"Bại não, liệt cứng tứ chi, 2"
30936,bệnh Norrie
30937,Ung thư biểu mô basaloid đầu và cổ
30938,Khởi phát sơ sinh
30939,Sao chép sợi
30940,"Trisomy 21, Giảm phân không phân chia"
30941,Gan nhiễm mỡ cấp tính
30942,Ung thư tuyến nước bọt
30943,Xương ức ngắn
30944,Bất thường của xương bàn chân thứ năm
30946,Bệnh Yusho
30947,Các đốt xa của ngón tay thon gọn
30949,Thiếu hụt Pyruvate Dehydrogenase E1-Beta
30950,Bất sản thùy phổi một bên
30951,Bất Thường Của Bộ Phận Sinh Dục Bên Trong Của Nam Giới
30952,Viêm đại tràng tăng bạch cầu ái toan
30953,Mê sảng hỗn hợp
30954,Rò nhĩ-thực quản
30955,"Thoát vị, bẹn"
30956,Suy giảm thị lực vỏ não
30957,Hiệp hội Vater với bệnh đầu to và bệnh não thất
30958,Khối u bìu
30959,Bệnh võng mạc ở trẻ sinh non
30960,"Khối u, Nội sọ"
30961,mức đường huyết tăng cao
30962,Bệnh Chagas mà không đề cập đến sự liên quan của các cơ quan
30963,Suy gan
30964,"Điện não đồ với phức hợp sóng nhọn (2,5-3,5 Hz)"
30965,Khối u tuyến bã nhờn
30966,U cận hạch di căn
30967,Rối loạn bẩm sinh glycosyl hóa loại 1y
30968,Cảm giác rung bị suy giảm ở mắt cá chân
30969,Mất nước tăng natri
30970,Khối u ác tính của phúc mạc
30971,Khối u tế bào lipid của buồng trứng
30972,"Liệt nửa người, co cứng"
30973,Co cơ lăn nhanh do bộ gõ gây ra
30974,BỆNH LƯU TRỮ GLYCOGEN IXa1
30975,Giảm sắc tố và tăng sắc tố loang lổ
30976,"Bệnh đa xơ cứng, tiến triển nguyên phát"
30979,Viêm nội mạc tử cung quyết định
30981,Hình thái tế bào giết người tự nhiên bất thường
30982,Viêm đường mật cấp tính
30983,Xả myotonic
30984,U nguyên bào phổi
30985,Loét áp lực
30986,Viêm não do virus
30987,Chứng loạn sản sụn
30988,xơ cứng
30989,"Apraxia, phát triển ngôn ngữ"
30990,Đầu xương bàn chân dẹt
30992,Syndactyly đơn giản của ngón tay - web đầu tiên
30993,Hội chứng Sturge-Weber
30994,bàn tay đinh ba
30995,Rối loạn hậu sản
30997,U nguyên bào phụ khoa buồng trứng
30998,"Khó nói, mềm nhũn"
30999,Thiếu hụt tiểu đơn vị alpha Hexosaminidase (Biến thể B)
31000,U máu cầu thận
31001,Sự nhô ra bên
31002,"U mạch máu, hang"
31003,Tuyến lệ bất sản/giảm sản
31005,"Liệt mắt ngoài tiến triển có xóa DNA ty thể, nhiễm sắc thể thường trội, 4"
31006,Suy giảm cảm giác xa
31008,LEBER BỆNH TUYỆT VỜI Bẩm Sinh 3 (rối loạn)
31009,Koilonychia
31012,Độc tính trên thận của calcineurin
31013,Bệnh mủ phế nang
31014,Viêm phế quản phổi
31015,Thiếu hụt Globulin gắn với Corticosteroid
31016,Bệnh Sandhoff ở người lớn
31017,Tăng áp lực động mạch phổi
31018,Yếu cơ ngoại biên khởi phát muộn
31019,bệnh đậu bò
31021,"Hội chứng quá kích buồng trứng, thai kỳ tự phát có tính chất gia đình"
31022,Nhuyễn xương do thiếu vitamin D
31023,"Chứng loạn sản sụn Punctata, thân rễ"
31024,đầu xương vắng mặt
31025,Tăng methionin máu
31026,Khối u trưởng thành
31027,Ewing Sarcoma/Khối u ngoại bì thần kinh nguyên thủy ngoại biên
31028,Bại não Athetoid
31029,Vô số tàn nhang sắc tố
31030,Sulfocystein niệu
31031,"Chậm phát triển trí tuệ, nhiễm sắc thể thường lặn 2"
31032,Bệnh vẩy nến mảng nhỏ mãn tính
31034,Polymicrogyria đơn phương
31035,Hôn mê
31036,xương cánh tay ngắn
31037,Bệnh lưu trữ cholesterol ester
31038,Ung thư biểu mô tế bào vảy bàng quang
31039,Ho kèm theo sốt
31040,Dát Cafe-au-lait kèm theo hẹp phổi
31041,Hành vi xúc phạm bằng lời nói
31042,Pemphigus Vulgaris
31043,Chứng loạn sản xương móng
31044,U nguyên bào sinh dục buồng trứng
31045,Dystopia canthorum
31046,Thuốc an thần
31047,Nhiễm Herpes simplex loại 1
31048,Xuất huyết não tái phát
31049,phản ứng với ketamine
31050,Đo methionine
31051,Viêm não tủy ngựa Venezuela
31052,bệnh nhu mô gan
31053,Tướng Cushing
31054,Nấm miệng
31056,Kém hấp thu Vitamin B12
31057,Phalanx mảnh của ngón tay
31059,"trầm cảm, thần kinh"
31060,"Kallikrein, Giảm hoạt động tiết niệu của"
31061,Hội chứng khô mắt
31064,Động kinh thùy trán
31065,Hành vi thị giác kém so với lứa tuổi
31066,Hội chứng klinefelter
31067,"Nevus, trong da"
31068,Mức độ bất thường của Creatine Kinase trong máu
31069,Huyết khối tĩnh mạch cảnh trong
31070,chứng giảm sắc tố
31071,xơ hóa nội mạc
31072,Hội chứng Stickler (rối loạn)
31073,Suy giảm khả năng co bóp của cơ tim
31074,Hội chứng Panayiotopoulos
31075,Ung thư buồng trứng
31076,viêm tụy là một biến chứng
31077,Viêm phế quản ở trẻ em
31078,"Sốc, tim mạch"
31079,Thoái hóa điểm vàng liên quan đến tuổi ướt
31080,Dị tật nhau thai
31081,Bệnh phong lao ranh giới
31082,Tóc mọc chậm
31083,Hạn chế khả năng vận động của khớp
31084,Vôi hóa van động mạch chủ
31085,Hạ canxi máu di truyền gen trội
31087,Co thắt động mạch võng mạc
31088,"Mycobacteria lao, dễ bị nhiễm trùng bởi"
31089,Tăng sắc tố tiến triển
31090,Khối u cổ Glomus
31091,"Mất Thính Lực, Miền Trung"
31092,"Bệnh bạch cầu, tế bào B"
31093,Rối loạn nhịp trên thất
31094,Sự cốt hóa sớm của đầu xương đùi
31096,U ác tính ở da
31097,Động kinh khởi phát muộn
31099,Bệnh cơ sợi cơ
31100,Ngộ độc cacbon monoxit
31101,Bướu lành của tuyến yên
31102,Tăng methionin máu do thiếu hụt glycine N-methyltransferase
31103,Bệnh động mạch vành đa mạch
31104,Rụng tóc bẩm sinh liên kết với nhiễm sắc thể X
31106,Bất thường ở cột sống thắt lưng
31107,Co cứng bàn chân bẩm sinh
31108,Tích tụ sắt trong não
31109,Ung thư hạch giống Burkitt
31110,Loạn dưỡng mỡ một phần
31111,Tìm chỉ số khối cơ thể
31112,Suy hô hấp cấp tính
31113,"Giả hạ aldosteron, loại IIa"
31114,Thiếu hụt HDL gia đình
31115,U mầm tuyến tùng
31116,Hẹp thanh khí quản
31117,Thiếu máu tiểu não
31118,Thận u nang
31119,Herpes simplex loại I
31120,Sarcoma tế bào trục chính
31121,Kháng thể kháng bạch cầu trung tính dương tính
31122,Tế bào vỏ thượng thận to
31123,Viêm sụn
31124,Liệt teo cơ cánh tay
31125,Khí thũng hoặc COPD
31126,"Agammaglobulinemia, loại không phải Bruton"
31127,"Bệnh mù màu, mắc phải"
31128,Ependymoma của tủy sống
31130,Thiếu yếu tố VII
31131,hoạt động paraoxonase
31132,Giảm hoạt động adenosine deaminase của hồng cầu
31133,Xương bàn tay bị cốt hóa không đều
31134,Lột da
31135,Đề kháng với yếu tố tăng trưởng giống insulin I
31137,Nhiễm trùng huyết do tụ cầu
31139,Tai biến mạch máu não cấp tính
31140,Hội chứng đau da
31141,U thận nguyên bào trung mô
31142,"Động kinh, Vắng mặt thời thơ ấu, Dễ bị tổn thương, 4"
31143,"Viêm đại tràng, tế bào lympho"
31144,Loạn sản sợi xương với u nhầy trong cơ
31145,Chứng mất điều hòa thân tiến triển
31146,Viêm màng đệm
31148,Suy giảm miễn dịch thực bào
31149,"Liệt mặt, thần kinh vận động trên"
31150,Độ dày giác mạc trung tâm
31152,Bệnh van hai lá
31154,Động kinh kinh nguyệt
31155,Ung thư phổi không phải tế bào nhỏ giai đoạn II
31156,Loãng xương lớn
31157,Thiếu carboxypeptidase N
31158,Epinephrine tiết niệu tăng cao
31159,Bất sản/Hypoplasia của vú
31160,Bệnh Chagas
31161,"Dị tật chân tay, bẩm sinh"
31162,Quá mẫn miễn dịch
31163,Bệnh lý cột sống không phân biệt
31164,Đo thời gian Thromboplastin từng phần được kích hoạt
31165,Hội chứng Bowen-Conradi
31166,Hội chứng tiết ACTH không phù hợp
31168,Quả địa cầu lớn bất thường
31170,Protein CSF giảm
31172,Bệnh võng mạc dịch kính tiết dịch
31174,Các dị tật khác của mạch máu não
31175,Ung thư tế bào nhỏ niệu quản
31176,Hội chứng Roifman-Chitayat
31177,Bất thường của cơ nhai
31178,Bất thường chuyển hóa Glycosphingolipid
31179,Địa y xơ cứng âm hộ
31180,Rối loạn ăn uống
31181,"Tâm lý, Chấn thương"
31182,Ung thư biểu mô gan
31183,Sự hình thành ngà răng không hoàn hảo
31184,U tế bào mỡ tiểu não
31186,Viêm đa khớp thoái hóa
31187,"Chứng phình động mạch, động mạch thông sau"
31188,Tiêu xương cổ tay
31189,Ung thư biểu mô tuyến phổi (rối loạn)
31190,huyết khối
31191,Biến dạng ngón tay cái
31192,Ung thư tuyến tiền liệt kháng hormone
31193,Vẹo cột sống thắt lưng
31195,Cutis marmorata telangiectatica congenita
31196,Kaposi sarcoma
31197,bệnh thalassemia đặc điểm alpha
31198,Bất thường của nhau thai hoặc dây rốn
31199,"Ung thư biểu mô tuyến phổi, giai đoạn IV"
31200,"Ung thư biểu mô tuyến, tế bào sáng"
31201,Bệnh động kinh dạng gel
31202,thủng võng mạc
31203,Teo thực quản có hoặc không có lỗ rò khí quản thực quản
31204,Sinh lý phế quản bất thường
31205,Khuyết tật trí tuệ nghiêm trọng và liệt cứng tiến triển
31206,Tăng mức độ yếu tố kích hoạt tiểu cầu
31207,Tăng đường huyết do P-Chloroamphetamine gây ra
31208,kích hoạt virus tiềm ẩn
31209,Hội chứng lacrimoauriculodentodigital
31211,viêm não HIV
31212,"Bệnh ngoài da, Virus"
31213,SCID lặn nhiễm sắc thể thường
31214,Rối loạn cơ xương
31216,Sốt rét mãn tính
31217,Rối loạn hầu họng
31218,Bệnh Fabry
31219,Ung thư hạch gà
31220,Tăng áp lực nhĩ phải
31221,Sự bất thường của xương ức
31222,"Bệnh Echinococcosis, Phổi"
31223,hội chứng mất đoạn 1q44
31224,Nhiễm giun móc
31225,khớp giả xương chày
31226,Suy giảm chức năng gan
31227,Viêm màng hoạt dịch do chấn thương
31228,Tăng lipid máu loại I
31229,Viêm phổi tăng bạch cầu ái toan nhiệt đới
31230,Giảm mức độ dehydroepiandrosterone tuần hoàn
31231,chứng rậm lông
31232,Ung thư biểu mô nang tuyến giáp
31233,Rút ngắn tất cả các đốt gần của ngón tay
31234,Giảm Ferritin huyết thanh
31236,Béo phì khởi phát ở tuổi trưởng thành
31237,Suy hô hấp mãn tính
31238,Tàn nhang bẹn
31239,Viêm khớp
31240,"BỆNH NHÂN CẮM, LIÊN QUAN ĐẾN TPM3 (rối loạn)"
31241,"Dị dạng động tĩnh mạch nội sọ, vỡ"
31242,Lạm dụng thuốc benzodiazepin
31243,Bệnh vảy phấn Rubra Pilaris
31244,U màng não nội sọ
31245,Đo protein chuyển Cholesteryl Ester
31246,Sinh vật thực nghiệm Keratoacanthoma lành tính
31247,Schwannoma tiền đình một bên
31249,U màng não chuyển tiếp
31250,Ung thư biểu mô tế bào chuyển tiếp dạng nhú
31252,"Xuất huyết não do bệnh amyloidosis, di truyền, kiểu Hà Lan"
31253,nứt sọ
31254,"HỘI CHỨNG XÓA CHROMOSOME 19q13.11, DIỄN BIẾN"
31255,Axit dicarboxylic niệu
31256,Mức độ hormone kích thích nang trứng tuần hoàn bất thường
31257,Thiếu máu tán huyết miễn dịch do thuốc
31258,Mất ngủ vô cơ
31259,Rối loạn ống Eustachian
31260,Chứng đau nửa đầu kiểu cơ bản
31262,Màu nước tiểu bất thường
31263,U xơ Hamartoma của trẻ sơ sinh
31265,bệnh xơ cứng mũi
31266,Ty thể bất thường ở mô cơ
31267,CHỨNG CHỈ NÓN 3 (rối loạn)
31268,Ung thư biểu mô tuyến đường ruột
31269,Loạn sản sợi đa xương
31270,Android béo phì
31271,Sự bất thường của môi âm hộ
31272,Biểu mô Eccrine
31273,Rối loạn oxy hóa axit béo
31274,Bệnh mất kiểm soát sắc tố Achromians
31275,Âm ruột bất thường
31276,Bệnh amyloidosis beta2-microglobulin di truyền nhiễm sắc thể thường
31277,Chứng mất trí nhớ trán
31279,Rối loạn tâm thần
31280,Xương chậu hẹp
31281,HỘI CHỨNG JOUBERT 8 (rối loạn)
31282,"Đục thủy tinh thể bẩm sinh, có giác mạc nhỏ hoặc mắt nhỏ nhẹ"
31283,Bệnh amyloidosis cục bộ
31284,Viêm tụy phù nề
31286,HỘI CHỨNG TUYỆT VỜI TUYỆT VỜI 8p11 nhiễm sắc thể
31287,Khối u nhầy nhú nội ống
31288,bệnh đầu nhỏ
31289,Bệnh hô hấp cấp tính
31290,Thiếu hụt kháng thể kháng polysaccharide cụ thể
31291,U hạt loét do chấn thương có tăng bạch cầu ái toan ở mô đệm
31292,phù nề giả
31293,Bệnh tắc tĩnh mạch gan
31294,Trầm cảm cấp tính
31295,Dị tật bẩm sinh của cơ quan sinh dục
31296,Ung thư tuyến cận giáp
31297,Bệnh động mạch ngoại biên
31298,Bệnh hạch bạch huyết
31299,"RỐI LOẠN Bẩm Sinh GLYCOSYLATION, LOẠI Id"
31300,Đa giấc ngủ
31301,Macrodontia
31302,Đẩy lưỡi
31303,Viêm dạ dày do vi khuẩn
31304,Ngưỡng thận thấp của glucose
31305,Chứng phình động mạch nội sọ khổng lồ
31306,Ung thư biểu mô nội mạc tử cung nội mạc tử cung
31308,Bệnh bạch cầu nguyên bào lympho tế bào tiền thân Ung thư hạch
31309,Chứng loạn dưỡng hình nón đã lỗi thời
31310,"Nỗi ám ảnh, cụ thể"
31311,Bất thường của tế bào đảo tụy
31313,Ung thư tế bào đáy
31314,Thủng ruột
31315,Thiếu hụt alpha 1-Antitrypsin
31316,Bệnh đái tháo đường liên quan đến suy dinh dưỡng
31317,Bệnh loạn dưỡng mỡ tổng quát bẩm sinh loại 1
31318,Trichodysplasia
31319,Tuổi xương bị trì hoãn
31320,Viêm họng cấp tính
31321,Hội chứng thùy giữa
31323,Thiếu monooxygenase
31324,Sinh lý tuyến giáp bất thường
31325,Khối u tuyến thượng thận
31326,"Sarcoma hoạt dịch, hai giai đoạn"
31328,Mề đay tự miễn mạn tính
31329,Đầu xương đùi phẳng ở xa
31330,Co rút gấp ngón chân thứ 2
31331,Béo phì do Cortisol gây ra
31332,U màng não thất
31333,Hội chứng Wolfram
31334,Hydrosalpinx (bệnh)
31335,Dấu hiệu thần kinh
31336,Viêm võng mạc PIGMENTOSA 39 (rối loạn)
31337,Nhức đầu quanh mắt
31338,U cơ vân bào thai
31339,Tăng mức độ C-peptide
31340,Bệnh lao sinh dục
31342,Nước tiểu màu hồng
31343,Khiếm khuyết vách ngăn tâm thất
31344,"Thay đổi u xơ vú, loại tăng sinh"
31345,"Rối loạn đông máu, di truyền"
31346,Áp xe răng
31347,Ung thư biểu mô tế bào nhỏ của cổ tử cung
31348,Vôi hóa tụy
31349,Rối loạn vận động mặt-mặt-miệng
31350,Ung thư trực tràng giai đoạn III AJCC v7
31351,Hội chứng ung thư buồng trứng đặc hiệu tại chỗ di truyền
31352,Nhiễm toan xeton do ngộ độc rượu cấp tính
31353,Rối loạn nhân cách nhóm C
31354,Tiềm năng gợi lên hình ảnh flash bất thường
31355,Viêm khớp viêm sớm
31356,Hội chứng Cushing tuyến thượng thận
31357,Giảm đáp ứng nội độc tố
31358,U nội mô mạch máu biểu mô tim
31359,Nhiều khuyết tật thông liên thất
31360,Giảm tỷ lệ tế bào T dương tính với CD4
31361,Giảm Kali trong Nước Tiểu
31362,không dung nạp aspirin
31364,Thiếu hụt homocarnosinase
31365,Cutis Marmorata Telangiectatica Congenita
31366,Ung thư tuyến giáp ở trẻ em
31367,đáp ứng với thuốc giãn phế quản
31368,Dương vật rộng
31370,"GSD IV, Gan cổ điển"
31371,Phân ly
31372,Mức độ dopamine CSF tăng cao
31373,"Axit glutaric niệu, loại 1"
31374,Nốt vệ tinh
31376,Bệnh Parkinson lẻ tẻ
31377,Ba bán kính trục cao
31378,hội chứng KBG
31379,Thiếu galactokinase
31380,Nhiễm nấm xâm lấn
31381,Bệnh bạch cầu (Erythroid/Myeloid)
31382,Bệnh celiac
31383,clonus
31384,Đau tụy
31385,Ung thư biểu mô tại chỗ của phế quản
31386,Hội chứng Sezary
31387,Tăng thở ngắt quãng khi nghỉ ngơi
31389,Somat hóa
31390,Tăng sản ống sọ
31391,Hội chứng suy tủy xương di truyền
31392,Khối u tế bào trong phổi
31393,Dị ứng phấn hoa bạch dương
31394,xương gót lưỡng cực
31395,Ung thư biểu mô tuyến xoang
31396,Đau thắt ngực vi mạch
31398,Cận thị
31400,Bất thường của hạch nền
31401,Điện tâm đồ: khoảng PR
31402,U nguyên bào thần kinh đệm thời thơ ấu
31403,Hở hàm ếch một bên
31404,Prolin niệu
31405,Thiếu Igm
31407,Xương bàn tay thứ 4 ngắn
31408,Cận thị nhẹ
31409,bệnh Grover
31410,Bệnh não tái phát
31412,Teo túi tinh
31413,bệnh chốc lở
31414,Viêm bàng quang mãn tính
31415,Đo lường Interleukin 2
31416,Thiếu hụt hydroxymethylbilane tổng hợp
31417,Da khô
31418,Synechiae trước ngoại vi
31419,Bệnh panmyelosis cấp tính với bệnh xơ tủy
31420,Rối loạn khoáng hóa xương
31421,Mất thính lực thần kinh giác quan (rối loạn)
31422,"Viêm da, gây kích ứng"
31423,Rối loạn giấc ngủ không 24 giờ
31424,Bệnh gan hồng cầu hình liềm
31425,"dáng đi, không vững"
31426,Rối loạn đông máu
31427,U ác tính thứ phát của gan
31428,Sự bất thường của xương cổ tay
31429,Viêm ruột thừa
31430,Tăng sắc tố đốm
31431,Khối u carcinoid phổi không điển hình
31433,Viêm nha chu mãn tính tổng quát
31434,Bệnh bạch cầu dòng tủy cấp tính với những thay đổi liên quan đến loạn sản tủy
31435,U mạch máu tuổi già
31436,Sự vắng mặt của trung tâm mầm hạch
31437,u tiết insulin
31438,Giảm phản xạ gân
31439,Viêm quanh implant
31441,Hội chứng Pierre Robin
31442,Khối u thần kinh đệm với các đảo giống Neuropil
31443,Tân sinh chất nhầy nhú trong ống tụy
31444,Tăng huyết thanh Aspartate Aminotransferase
31445,Cholesteatoma
31446,"Bệnh đa dây thần kinh dạng bột có tính chất gia đình, Loại IV"
31447,EMG: thay đổi bệnh lý thần kinh
31448,Tăng sản tuyến cận giáp
31449,Thiếu xương sườn
31450,Co giật tăng trương lực toàn thân
31451,viêm dạ dày H pylori
31452,Hội chứng đa khớp 1
31453,Dị tật bẩm sinh của mũi
31454,Viêm tuyến thượng thận
31455,Táo bón mãn tính
31457,Urê máu tăng
31458,Teo tủy sống
31460,buồn nôn mãn tính
31461,Abulia
31462,Hoại tử xương liên quan đến bisphosphonate
31463,đa sắc tộc
31464,Hông cứng
31465,Bệnh nhọt mãn tính
31466,Tóc giòn
31467,bệnh bạch cầu dòng tủy cấp tính thứ phát
31468,Rối loạn chuyển hóa đồng
31469,Sarcoma tế bào trục chính không biệt hóa
31470,Vô tinh không do tắc nghẽn
31471,Rối loạn tăng trưởng
31473,Chứng cường aldosterone khác
31474,Điểm yếu mệt mỏi của cơ cổ
31476,"Chậm phát triển tâm thần, tâm lý xã hội"
31477,Thiếu hụt vận động chức năng
31478,hội chứng Jalili
31479,Bệnh tim mạch vành nặng
31480,Suy giảm ngôn ngữ diễn đạt
31481,bệnh lupus ban đỏ
31482,U tế bào ưa crôm tuyến thượng thận di căn
31484,U màng não phổi nguyên phát
31485,Tăng hàm lượng lipid cơ bắp
31486,Cơ quan bao gồm sợi cơ
31487,Tetraamelia đa dị tật
31488,Hạ thân nhiệt liên tục
31489,"Động kinh, nhẹ"
31490,Ngừng tim ở trẻ em
31491,Sarcoma mô đệm nội mạc tử cung cấp độ thấp
31492,Nhiều u xơ không cốt hóa
31493,chứng sợ ung thư
31494,Khó thở khi ngủ
31495,bệnh đa hồng cầu thứ phát
31496,Rò động tĩnh mạch ngoại biên
31497,Tân sinh tế bào mô bào và đuôi gai
31498,xương chày ngắn
31499,tiền điện tử
31500,Myelokathexis
31501,Rối loạn màng ngoài tim
31502,Đau lưỡi
31503,Thói quen ngáy
31504,Thiếu máu não thoáng qua
31505,Chuột rút ở chi dưới
31506,Chứng mất ngủ cơ học
31507,Rối loạn nhau thai
31508,U ác của 1/3 dưới thực quản
31510,Độ bám dính của da
31511,U hạt quanh chóp
31512,Điện não đồ với hoạt động chậm đa tiêu điểm
31513,Đột biến yếu tố dị hợp tử V Leiden
31514,Tăng sản gan
31515,Không khỏe
31517,Ung thư gan có thể cắt bỏ
31518,"U tuyến ức, loại B3"
31519,Hoại tử gan
31520,Ảo giác
31521,"Lão hóa răng, chọn lọc, liên kết X, 1"
31522,Ung thư biểu mô tế bào chuyển tiếp của bàng quang
31523,Giảm toàn thể huyết cầu
31524,U mô bào
31525,Viêm màng mạch rắn
31526,Hành vi đi vòng
31528,Thiếu lutropin đơn độc (rối loạn)
31529,TĂNG LƯỢNG TUYỆT VỜI (rối loạn)
31530,Xương ống dài dày đặc có vỏ
31531,Thiếu bể dự trữ tiểu cầu
31532,phù gai thị
31533,Tích lũy desmin sợi cơ
31534,Loạn sản cột sống và xuất tinh sớm
31535,Chứng loạn dưỡng tế bào hình nón tiến triển
31536,Rối loạn đông máu
31538,Chứng mất trí nhớ
31539,Xét nghiệm Fibrinogen
31540,Đau thần kinh
31542,Tiên lượng ung thư vú giai đoạn II AJCC v8
31543,B Bệnh bạch cầu nguyên bào lympho cấp tính với t(9;22)(q34.1;q11.2); BCR-ABL1
31544,Tiêu cơ vân
31545,Xơ hóa cổng thông tin
31546,Ung thư dương vật
31547,Viêm giác mạc có dấu lấm chấm
31548,Mức độ alpha carotene
31549,Đo sunfat
31550,Chứng mất ngủ nguyên phát
31551,Bệnh sán máng
31552,Nhau thai Accreta
31553,Thiếu hụt 3-oxoaxit CoA-transferase
31554,Khe nứt lòng bàn tay hẹp
31555,Teo sợi cơ loại 2
31556,Giảm hoạt động Adenosine Deaminase của hồng cầu
31557,Ung thư biểu mô tuyến nội mạc tử cung loại I
31558,Viêm gan siêu vi B mãn tính tiềm ẩn
31559,Đầu xương hình nón của các đốt ngón tay
31560,viêm tim
31561,Bệnh dự trữ glycogen loại IV
31562,Tế bào bọt trong các cơ quan nội tạng và hệ thần kinh trung ương
31563,Tăng áp động mạch phổi do thuốc
31565,Khó khăn trong việc cho ăn ở trẻ sơ sinh
31566,Mở rộng cổ tay hạn chế
31567,Bệnh lùn chân ngắn nặng
31568,U nang do botryoid
31569,Hội chứng thận hư ở trẻ em
